countryName,countryArName,stateName,stateArName,STATE_CODE,cityName,cityArName,CITY_CODE
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Mansoora,المنصورة,AE-SH-22
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Sherqan,شرقان - Sherqan,AE-SH-6
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Maisaloon,ميسلون,AE-SH-24
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Layyah,ضاحية اللية,AE-SH-25
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Jazzat,الجزَات,AE-SH-28
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Hamariya,الحمرية,AE-SH-29
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Ghubaiba,الغبيبة,AE-SH-30
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Ghafia,الغافية,AE-SH-31
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Dhaid,الذيد,AE-SH-32
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Dasman,دسمان,AE-SH-33
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Buteena,بوطينة,AE-SH-34
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Rafa'ah,الرفاعة,AE-SH-37
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Qazimiya,القاسمية,AE-SH-38
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Manak,المناخ,AE-SH-39
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Khan,الخان,AE-SH-40
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Hamriyah,الحمرية,AE-SH-41
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Falaj,الفلج,AE-SH-42
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Saabah,صعبة - Saabah,AE-SH-11
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Azrah,العزرة,AE-SH-44
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Abu Shagara,أبو شغارة,AE-SH-45
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Zahra,الزهراء,AE-RK-0
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Rolla,رولا - Rolla,AE-SH-12
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Ramlah,رملة - Ramlah,AE-SH-14
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Sham,شعم,AE-RK-4
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Nakheel,النخيل,AE-RK-6
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Masafi,مسافي,AE-FU-8
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Khatt,خت,AE-RK-9
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Kharran,الخران,AE-RK-10
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Sha'M,شعم,AE-RK-12
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Rams,الرمس,AE-RK-13
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Nakheelat,نخيلات - Nakheelat,AE-SH-18
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Jazirah Al Hamra,الجزيرة الحمراء,AE-RK-15
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Jazirah,الجزيرة الحمراء,AE-RK-16
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Hamraniyah,الحمرانية,AE-RK-17
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Fulayyah,الحمرانية,AE-RK-18
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Adhan,قرية أذن,AE-RK-19
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Badiyah,البدية,AE-FU-0
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Abadilah,عبادلة,AE-FU-2
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Siji,السيجي,AE-FU-4
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Saqamqam,سكمكم,AE-FU-5
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Masafi,مسافي - Masafi,AE-FU-8
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Qidfa,قدفع,AE-FU-7
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Masafi,مسافي,AE-FU-8
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Majjarah,مجرة - Majjarah,AE-SH-23
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Kharayan,خريان - Kharayan,AE-SH-26
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Fujairah,الفجيرة,AE-FU-14
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Diba Al Hesn,دبا الحصن,AE-FU-15
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Khannur,خنور - Khannur,AE-SH-27
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Diba,دبا الفجيرة,AE-FU-17
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Al Hayl,الحيل,AE-FU-18
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Abu Hayl,أبو هيل,AE-DU-0
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Satwa,السطوة,AE-DU-2
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Karama,الكرامة,AE-DU-4
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Jumeirah,جميرا,AE-DU-5
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Jebal Ali,جبل علي,AE-DU-6
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Hatta,حتا,AE-DU-7
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Dubai Internet City,مدينة دبي للإنترنت,AE-DU-8
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Dubai,دبي,AE-DU-9
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Deira,ديرة,AE-DU-10
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Bur Dubai,بر دبي,AE-DU-11
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Al Qouz,القوز,AE-DU-13
United Arab Emirates,الإمارات العربية المتحدة,Ajman,عجمان,AE-AJ,Masfut,مصفوت,AE-AJ-3
United Arab Emirates,الإمارات العربية المتحدة,Ajman,عجمان,AE-AJ,Bustan,البستان,AE-AJ-5
United Arab Emirates,الإمارات العربية المتحدة,Ajman,عجمان,AE-AJ,Ajman City,عجمان,AE-AJ-6
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Ganthoot,غَنْتُوت,AE-AZ-0
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Um Al Nar,ساس النَّخْل,AE-AZ-1
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Sweihan,سويحان,AE-AJ-0
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Sila,السلع,AE-AZ-3
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Wasit,الوسيط - Al Wasit,AE-SH-35
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Mussafah,مصفح,AE-AZ-5
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Mafraq,المفرق,AE-AZ-6
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Habshan,حَبْشَان,AE-AZ-7
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Buteen,البطين,AE-AZ-8
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Al Ruways,مدينة الرويس الصناعية,AE-AZ-9
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Al Marfa,المرفأ,AE-AZ-10
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Al Maqta,المَقطَع,AE-AZ-11
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Al Mafraq,المفرق,AE-AZ-12
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Tawoon,التاوون - Al Tawoon,AE-SH-36
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Al Ain City,العين‎,AE-AZ-15
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Abu Zaby,أبو ظبي,AE-AZ-16
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Abu Dhabi,أبوظبي,AE-AZ-17
United Arab Emirates,الإمارات العربية المتحدة,Sharjah,الشارقة,AE-SH,Al Fahiya,الفاهية - Al Fahiya,AE-SH-43
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Khashfah,الخشفة - Al Khashfah,AE-RK-1
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Hayr,الحير - Al Hayr,AE-RK-2
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Dharbaniyah,الدربانية - Al Dharbaniyah,AE-RK-3
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Ras Al Khaimah city,مدينة رأس الخيمة - Ras Al Khaimah city,AE-RK-5
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Khawr Khuwayr,خور خوير - Khawr Khuwayr,AE-RK-8
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Awanat,عوانات - Awanat,AE-RK-11
United Arab Emirates,الإمارات العربية المتحدة,Ras Al Khaimah,رأسالخيمة,AE-RK,Al Manamah,المنامة - Al Manamah,AE-RK-14
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Akamiyah,العكامية - Akamiyah,AE-FU-1
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Tarif Kalba,طريف كلباء - Tarif Kalba,AE-FU-3
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Rughaylat,رغيلة - Rughaylat,AE-FU-6
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Kidfa,كدفة - Kidfa,AE-FU-9
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Khawr Kalba,خور كلباء - Khawr Kalba,AE-FU-10
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Hassan Dibba,حسان دبا - Hassan Dibba,AE-FU-11
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Ghurfah,غرفة - Ghurfah,AE-FU-12
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Furfar,فرفار - Furfar,AE-FU-13
United Arab Emirates,الإمارات العربية المتحدة,Fujairah,الفجيرة,AE-FU,Diba Al Bay'a,دبة البيعة - Diba Al Bay'a,AE-FU-16
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Shandaghah,شندغة - Shandaghah,AE-DU-1
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Mina Sufooh,ميناء سفوح - Mina Sufooh,AE-DU-3
United Arab Emirates,الإمارات العربية المتحدة,Dubai,دبي,AE-DU,Al Ruwaiya,الرويعية - Al Ruwaiya,AE-DU-12
United Arab Emirates,الإمارات العربية المتحدة,Ajman,عجمان,AE-AJ,Sweihan,صويحان - Sweihan,AE-AJ-0
United Arab Emirates,الإمارات العربية المتحدة,Ajman,عجمان,AE-AJ,Rashidya,راشدية - Rashidya,AE-AJ-1
United Arab Emirates,الإمارات العربية المتحدة,Ajman,عجمان,AE-AJ,Mushrif,مشرف - Mushrif,AE-AJ-2
United Arab Emirates,الإمارات العربية المتحدة,Ajman,عجمان,AE-AJ,Jarf,جرف - Jarf,AE-AJ-4
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Rima,ريمة - Rima,AE-AZ-4
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Al Duss,الدوس - Al Duss,AE-AZ-13
United Arab Emirates,الإمارات العربية المتحدة,Abu Dhabi,إمارةأبوظبي,AE-AZ,Al Ardiyah,العردية - Al Ardiyah,AE-AZ-14
