area_code,area_name
update i18n_areas set area_name = "Zone 64" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-34";
update i18n_areas set area_name = "Zone 64" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-34";
update i18n_areas set area_name = "Zone 58" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-35";
update i18n_areas set area_name = "Zone 58" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-35";
update i18n_areas set area_name = "Zone 50" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-36";
update i18n_areas set area_name = "Zone 50" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-36";
update i18n_areas set area_name = "Zone 39" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-37";
update i18n_areas set area_name = "Zone 39" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-37";
update i18n_areas set area_name = "Zone 31" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-38";
update i18n_areas set area_name = "Zone 31" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-38";
update i18n_areas set area_name = "Zone 21" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-39";
update i18n_areas set area_name = "Zone 21" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-39";
update i18n_areas set area_name = "Zone 46" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-4";
update i18n_areas set area_name = "Zone 46" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-4";
update i18n_areas set area_name = "Zone 20" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-40";
update i18n_areas set area_name = "Zone 20" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-40";
update i18n_areas set area_name = "Zone 06" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-41";
update i18n_areas set area_name = "Zone 06" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-41";
update i18n_areas set area_name = "Zone 02" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-42";
update i18n_areas set area_name = "Zone 02" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-42";
update i18n_areas set area_name = "Zone 48" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-43";
update i18n_areas set area_name = "Zone 48" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-43";
update i18n_areas set area_name = "Zone 29" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-44";
update i18n_areas set area_name = "Zone 29" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-44";
update i18n_areas set area_name = "Zone 22" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-45";
update i18n_areas set area_name = "Zone 22" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-45";
update i18n_areas set area_name = "Zone 15" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-46";
update i18n_areas set area_name = "Zone 15" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-46";
update i18n_areas set area_name = "Zone 03" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-47";
update i18n_areas set area_name = "Zone 03" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-47";
update i18n_areas set area_name = "Zone 36" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-48";
update i18n_areas set area_name = "Zone 36" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-48";
update i18n_areas set area_name = "Zone 35" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-49";
update i18n_areas set area_name = "Zone 35" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-49";
update i18n_areas set area_name = "Zone 45" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-5";
update i18n_areas set area_name = "Zone 45" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-5";
update i18n_areas set area_name = "Zone 34" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-50";
update i18n_areas set area_name = "Zone 34" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-50";
update i18n_areas set area_name = "Zone 30" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-51";
update i18n_areas set area_name = "Zone 30" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-51";
update i18n_areas set area_name = "Zone 28" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-52";
update i18n_areas set area_name = "Zone 28" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-52";
update i18n_areas set area_name = "Zone 26" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-53";
update i18n_areas set area_name = "Zone 26" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-53";
update i18n_areas set area_name = "Zone 17" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-54";
update i18n_areas set area_name = "Zone 17" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-54";
update i18n_areas set area_name = "Zone 16" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-55";
update i18n_areas set area_name = "Zone 16" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-55";
update i18n_areas set area_name = "Zone 05" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-56";
update i18n_areas set area_name = "Zone 05" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-56";
update i18n_areas set area_name = "Zone 01" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-57";
update i18n_areas set area_name = "Zone 01" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-57";
update i18n_areas set area_name = "Zone 42" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-6";
update i18n_areas set area_name = "Zone 42" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-6";
update i18n_areas set area_name = "Zone 40" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-7";
update i18n_areas set area_name = "Zone 40" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-7";
update i18n_areas set area_name = "Zone 38" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-8";
update i18n_areas set area_name = "Zone 38" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-8";
update i18n_areas set area_name = "Zone 27" where locale = "en" and parent_code = "QA-DH" and area_code = "QA-DH-9";
update i18n_areas set area_name = "Zone 27" where locale = "ar" and parent_code = "QA-DH" and area_code = "QA-DH-9";
update i18n_areas set area_name = "Zone 76" where locale = "en" and parent_code = "QA-KT" and area_code = "QA-KT-0";
update i18n_areas set area_name = "Zone 76" where locale = "ar" and parent_code = "QA-KT" and area_code = "QA-KT-0";
update i18n_areas set area_name = "Zone 75" where locale = "en" and parent_code = "QA-KT" and area_code = "QA-KT-1";
update i18n_areas set area_name = "Zone 75" where locale = "ar" and parent_code = "QA-KT" and area_code = "QA-KT-1";
update i18n_areas set area_name = "Zone 74" where locale = "en" and parent_code = "QA-KT" and area_code = "QA-KT-2";
update i18n_areas set area_name = "Zone 74" where locale = "ar" and parent_code = "QA-KT" and area_code = "QA-KT-2";
update i18n_areas set area_name = "Zone 96" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-0";
update i18n_areas set area_name = "Zone 96" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-0";
update i18n_areas set area_name = "Zone 55" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-1";
update i18n_areas set area_name = "Zone 55" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-1";
update i18n_areas set area_name = "Zone 51" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-2";
update i18n_areas set area_name = "Zone 51" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-2";
update i18n_areas set area_name = "Zone 83" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-3";
update i18n_areas set area_name = "Zone 83" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-3";
update i18n_areas set area_name = "Zone 53" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-4";
update i18n_areas set area_name = "Zone 53" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-4";
update i18n_areas set area_name = "Zone 56" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-5";
update i18n_areas set area_name = "Zone 56" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-5";
update i18n_areas set area_name = "Zone 97" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-6";
update i18n_areas set area_name = "Zone 97" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-6";
update i18n_areas set area_name = "Zone 54" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-7";
update i18n_areas set area_name = "Zone 54" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-7";
update i18n_areas set area_name = "Zone 52" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-8";
update i18n_areas set area_name = "Zone 52" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-8";
update i18n_areas set area_name = "Zone 81" where locale = "en" and parent_code = "QA-RA" and area_code = "QA-RA-9";
update i18n_areas set area_name = "Zone 81" where locale = "ar" and parent_code = "QA-RA" and area_code = "QA-RA-9";
update i18n_areas set area_name = "Zone 85" where locale = "en" and parent_code = "QA-SH" and area_code = "QA-SH-0";
update i18n_areas set area_name = "Zone 85" where locale = "ar" and parent_code = "QA-SH" and area_code = "QA-SH-0";
update i18n_areas set area_name = "Zone 84" where locale = "en" and parent_code = "QA-SH" and area_code = "QA-SH-1";
update i18n_areas set area_name = "Zone 84" where locale = "ar" and parent_code = "QA-SH" and area_code = "QA-SH-1";
update i18n_areas set area_name = "Zone 82" where locale = "en" and parent_code = "QA-SH" and area_code = "QA-SH-2";
update i18n_areas set area_name = "Zone 82" where locale = "ar" and parent_code = "QA-SH" and area_code = "QA-SH-2";
update i18n_areas set area_name = "Zone 86" where locale = "en" and parent_code = "QA-SH" and area_code = "QA-SH-3";
update i18n_areas set area_name = "Zone 86" where locale = "ar" and parent_code = "QA-SH" and area_code = "QA-SH-3";
update i18n_areas set area_name = "Zone 80" where locale = "en" and parent_code = "QA-SH" and area_code = "QA-SH-4";
update i18n_areas set area_name = "Zone 80" where locale = "ar" and parent_code = "QA-SH" and area_code = "QA-SH-4";
update i18n_areas set area_name = "Zone 73" where locale = "en" and parent_code = "QA-SH" and area_code = "QA-SH-5";
update i18n_areas set area_name = "Zone 73" where locale = "ar" and parent_code = "QA-SH" and area_code = "QA-SH-5";
update i18n_areas set area_name = "Zone 72" where locale = "en" and parent_code = "QA-SH" and area_code = "QA-SH-6";
update i18n_areas set area_name = "Zone 72" where locale = "ar" and parent_code = "QA-SH" and area_code = "QA-SH-6";
update i18n_areas set area_name = "Zone 77" where locale = "en" and parent_code = "QA-SM" and area_code = "QA-SM-0";
update i18n_areas set area_name = "Zone 77" where locale = "ar" and parent_code = "QA-SM" and area_code = "QA-SM-0";
update i18n_areas set area_name = "Zone 78" where locale = "en" and parent_code = "QA-SM" and area_code = "QA-SM-1";
update i18n_areas set area_name = "Zone 78" where locale = "ar" and parent_code = "QA-SM" and area_code = "QA-SM-1";
update i18n_areas set area_name = "Zone 79" where locale = "en" and parent_code = "QA-SM" and area_code = "QA-SM-2";
update i18n_areas set area_name = "Zone 79" where locale = "ar" and parent_code = "QA-SM" and area_code = "QA-SM-2";
update i18n_areas set area_name = "Zone 71" where locale = "en" and parent_code = "QA-US" and area_code = "QA-US-0";
update i18n_areas set area_name = "Zone 71" where locale = "ar" and parent_code = "QA-US" and area_code = "QA-US-0";
update i18n_areas set area_name = "Zone 95" where locale = "en" and parent_code = "QA-WA" and area_code = "QA-WA-0";
update i18n_areas set area_name = "Zone 95" where locale = "ar" and parent_code = "QA-WA" and area_code = "QA-WA-0";
update i18n_areas set area_name = "Zone 91" where locale = "en" and parent_code = "QA-WA" and area_code = "QA-WA-1";
update i18n_areas set area_name = "Zone 91" where locale = "ar" and parent_code = "QA-WA" and area_code = "QA-WA-1";
update i18n_areas set area_name = "Zone 90" where locale = "en" and parent_code = "QA-WA" and area_code = "QA-WA-2";
update i18n_areas set area_name = "Zone 90" where locale = "ar" and parent_code = "QA-WA" and area_code = "QA-WA-2";
update i18n_areas set area_name = "Zone 94" where locale = "en" and parent_code = "QA-WA" and area_code = "QA-WA-3";
update i18n_areas set area_name = "Zone 94" where locale = "ar" and parent_code = "QA-WA" and area_code = "QA-WA-3";
update i18n_areas set area_name = "Zone 98" where locale = "en" and parent_code = "QA-WA" and area_code = "QA-WA-4";
update i18n_areas set area_name = "Zone 98" where locale = "ar" and parent_code = "QA-WA" and area_code = "QA-WA-4";
update i18n_areas set area_name = "Zone 93" where locale = "en" and parent_code = "QA-WA" and area_code = "QA-WA-5";
update i18n_areas set area_name = "Zone 93" where locale = "ar" and parent_code = "QA-WA" and area_code = "QA-WA-5";
update i18n_areas set area_name = "Zone 92" where locale = "en" and parent_code = "QA-WA" and area_code = "QA-WA-6";
update i18n_areas set area_name = "Zone 92" where locale = "ar" and parent_code = "QA-WA" and area_code = "QA-WA-6";
